ID,Description
COG3631,Ketosteroid isomerase-related protein
COG3634,alkyl hydroperoxide reductase activity
COG3637,Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety
COG3638,Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system
COG3639,organic phosphonate transmembrane transporter activity
COG3653,N-Acyl-D-aspartate D-glutamate deacylase
COG3654,
COG3655,Transcriptional regulator
COG3663,DNA glycosylase
32ZH9,COG3668 Plasmid stabilization system protein
COG3668,Plasmid stabilization system
COG3677,Transposase
33A68,COG3678 P pilus assembly Cpx signaling pathway, periplasmic inhibitor zinc-resistance associated protein
COG3678,ATP-independent chaperone mediated protein folding
COG3682,Transcriptional regulator
COG3688,RNA-binding protein containing a PIN domain
COG3693,PFAM glycoside hydrolase, family 10
COG3695,enzyme binding
COG3696,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family
COG3703,Catalyzes the cleavage of glutathione into 5-oxo-L- proline and a Cys-Gly dipeptide. Acts specifically on glutathione, but not on other gamma-glutamyl peptides
COG3705,Required for the first step of histidine biosynthesis. May allow the feedback regulation of ATP phosphoribosyltransferase activity by histidine
COG3706,GGDEF domain
COG3707,response regulator
COG3708,Transcriptional regulator
COG3711,transcriptional antiterminator
COG3712,iron ion homeostasis
COG3735,TraB family
COG3741,N-formylglutamate amidohydrolase
COG3745,Flp pilus assembly protein CpaB
COG3746,phosphate-selective porin O and P
COG3751,2OG-Fe(II) oxygenase superfamily
COG3757,hydrolase, family 25
COG3759,membrane
COG3764,Sortase (surface protein transpeptidase)
COG3773,Cell wall hydrolase
COG3791,Glutathione-dependent formaldehyde-activating
COG3794,PFAM blue (type 1) copper domain protein
COG3795,YCII-related domain
COG3797,Protein conserved in bacteria
COG3803,Protein conserved in bacteria
COG3808,pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for
COG3824,Protein conserved in bacteria
COG3829,transcription factor binding
COG3830,Belongs to the UPF0237 family
COG3832,glyoxalase III activity
COG3833,ABC-type maltose transport systems, permease component
COG3835,regulator
COG3836,Belongs to the HpcH HpaI aldolase family
COG3842,ATPase activity
COG3843,relaxase mobilization nuclease domain protein
COG3844,kynureninase activity
COG3845,ABC transporter
COG3850,Histidine kinase
COG3852,Histidine kinase
COG3853,Toxic anion resistance protein (TelA)
COG3857,The heterodimer acts as both an ATP-dependent DNA helicase and an ATP-dependent, dual-direction single-stranded exonuclease. Recognizes the chi site generating a DNA molecule suitable for the initiation of homologous recombination
COG3858,chitin binding
COG3861,electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
COG3865,3-Demethylubiquinone-9 3-methyltransferase
COG3871,stress protein (general stress protein 26)
COG3876,Protein conserved in bacteria
COG3884,Acyl-ACP thioesterase
COG3887,signaling protein consisting of a modified GGDEF domain and a DHH domain
COG3920,Histidine kinase
COG3935,DnaD domain protein
COG3944,biosynthesis protein
COG3945,hemerythrin HHE cation binding domain
COG3951,Flagellar rod assembly protein muramidase FlgJ
COG3956,TIGRFAM MazG family protein
COG3957,D-xylulose 5-phosphate D-fructose 6-phosphate phosphoketolase
COG3958,Transketolase
COG3959,Transketolase, thiamine diphosphate binding domain
COG3971,2-oxopent-4-enoate hydratase activity
COG3973,AAA domain
COG3975,serine-type endopeptidase activity
COG4096,Type I site-specific restriction-modification system, R (Restriction) subunit and related
COG4105,Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
COG4106,trans-aconitate 2-methyltransferase activity
COG4108,Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP
COG4120,Belongs to the binding-protein-dependent transport system permease family
COG4121,Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34
COG4122,O-methyltransferase activity
COG4123,Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)
COG4126,flavin adenine dinucleotide binding
COG4129,membrane
COG4133,protoheme IX ABC transporter activity
COG4147,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
COG4148,Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system
COG4149,molybdate abc transporter
COG4152,abc transporter atp-binding protein
COG4166,transmembrane transport
COG4172,Belongs to the ABC transporter superfamily
COG4175,Glycine betaine
COG4176,ABC-type proline glycine betaine transport system permease component
COG4177,L-phenylalanine transmembrane transporter activity
COG4181,ATPase activity
COG4188,dienelactone hydrolase
COG4191,Histidine kinase
COG4198,Conserved Protein
32DBF,COG COG4206 Outer membrane cobalamin receptor protein
COG4206,TonB-dependent receptor
COG4208,sulfate ABC transporter
COG4213,ABC transporter substrate-binding protein
COG4214,carbohydrate transport
COG4219,Peptidase M56
COG4221,oxidoreductase activity
COG4222,Protein conserved in bacteria
COG4223,transferase activity, transferring acyl groups other than amino-acyl groups
COG4227,nucleotidyltransferase activity
COG4230,.,Oxidizes proline to glutamate for use as a carbon and nitrogen source
COG4231,catalyzes the ferredoxin-dependent oxidative decarboxylation of arylpyruvates
COG4232,protein-disulfide reductase activity
COG4235,cytochrome complex assembly
COG4249,Peptidase C14 caspase catalytic subunit p20
COG4251,negative regulation of phosphorylation
COG4260,virion core protein, lumpy skin disease virus
COG4262,Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine
COG4301,Catalyzes the SAM-dependent triple methylation of the alpha-amino group of histidine to form hercynine, a step in the biosynthesis pathway of ergothioneine
COG4319,ketosteroid isomerase
COG4372,Transposase
COG4392,branched-chain amino acid
COG4395,Tim44
COG4409,exo-alpha-(2->6)-sialidase activity
COG4420,membrane
COG4430,Bacteriocin-protection, YdeI or OmpD-Associated
COG4447,cellulose binding
COG4448,L-asparaginase II
COG4472,Bacterial protein of unknown function (DUF965)
COG4485,Bacterial membrane protein, YfhO
COG4529,Protein conserved in bacteria
COG4531,ABC-type Zn2 transport system, periplasmic component surface adhesin
COG4536,flavin adenine dinucleotide binding
COG4544,Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1 1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division
COG4552,Acetyltransferase involved in intracellular survival and related
COG4558,Periplasmic binding protein
COG4565,transcriptional regulatory protein
COG4581,dead DEAH box helicase
COG4584,PFAM Integrase catalytic
COG4585,Histidine kinase
COG4589,Belongs to the CDS family
COG4591,ABC-type transport system involved in lipoprotein release permease component
COG4603,Belongs to the binding-protein-dependent transport system permease family
COG4608,Belongs to the ABC transporter superfamily
COG4625,pathogenesis
COG4626,Terminase
COG4632,Exopolysaccharide biosynthesis protein
COG4637,Psort location Cytoplasmic, score
COG4638,Rieske (2fe-2S)
COG4641,Protein conserved in bacteria
COG4651,solute:proton antiporter activity
COG4653,Phage capsid family
COG4656,Part of a membrane complex involved in electron transport
COG4657,Part of a membrane complex involved in electron transport
COG4658,electron transport chain
COG4659,FMN binding
COG4660,Part of a membrane complex involved in electron transport
COG4666,Tripartite ATP-independent periplasmic transporter, DctM component
COG4667,esterase of the alpha-beta hydrolase superfamily
COG4674,abc transporter atp-binding protein
COG4695,Portal protein
COG4715,Zinc finger, swim domain protein
COG4720,Psort location CytoplasmicMembrane, score
COG4731,Uncharacterized protein conserved in bacteria (DUF2147)
COG4733,cellulase activity
COG4753,response regulator
COG4758,membrane
COG4767,VanZ like family
COG4768,protein containing a divergent version of the methyl-accepting chemotaxis-like domain
COG4770,biotin carboxylase activity
COG4771,TonB-dependent receptor
COG4772,TonB-dependent receptor
COG4773,Receptor
COG4774,siderophore transport
COG4775,Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
COG4783,chaperone-mediated protein folding
COG4786,Flagellar basal body rod
COG4796,Type ii and iii secretion system protein
342RK,COG4799 Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)
COG4799,Acetyl-CoA carboxylase, carboxyltransferase component subunits alpha and beta
COG4805,Protein conserved in bacteria
COG4856,YbbR-like protein
2ZIXY,COG COG4886 Leucine-rich repeat LRR protein
33B65,COG COG4886 Leucine-rich repeat (LRR) protein
COG4886,Leucine-rich repeat (LRR) protein
COG4912,Dna alkylation repair
COG4932,domain protein
COG4941,Belongs to the sigma-70 factor family
COG4942,peptidase
COG4948,Mandelate Racemase Muconate Lactonizing
COG4953,penicillin-binding protein 1C
COG4961,PFAM TadE family protein
COG4962,Type ii secretion system protein e
COG4963,Pilus assembly protein
COG4965,Type ii secretion system
COG4967,type IV pilus modification protein PilV
COG4968,Prepilin-type N-terminal cleavage methylation domain
COG4969,Belongs to the N-Me-Phe pilin family
COG4970,Tfp pilus assembly protein FimT
COG4972,Pilus assembly protein
COG4973,Belongs to the 'phage' integrase family. XerC subfamily
COG4974,Belongs to the 'phage' integrase family
COG4976,Methyltransferase
COG4977,sequence-specific DNA binding
COG4978,Transcriptional regulator
COG4980,gas vesicle protein
COG4987,ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease ATP-binding protein CydC
COG4988,ABC transporter
COG4989,oxidoreductase activity
COG4991,sh3 domain protein
COG4992,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
COG5000,phosphorelay sensor kinase activity
COG5001,Diguanylate cyclase
COG5002,protein histidine kinase activity
COG5006,permease, DMT superfamily
COG5007,Belongs to the BolA IbaG family
COG5009,serine-type D-Ala-D-Ala carboxypeptidase activity
COG5010,COG0457 FOG TPR repeat
COG5012,cobalamin binding
COG5016,pyruvate
COG5263,repeat protein
COG5278,phosphoserine phosphatase activity
COG5283,actin binding
COG5285,phytanoyl-CoA dioxygenase
31CEV,to COG5295 Autotransporter adhesin of Yersinia intermedia ATCC 29909 UniRef RepID UPI00005FAA68
COG5295,Hep Hag repeat protein
COG5297,Belongs to the glycosyl hydrolase family 6
COG5340,Psort location Cytoplasmic, score
COG5343,regulation of RNA biosynthetic process
COG5360,Heparinase II/III-like protein
COG5373,membrane
COG5401,PFAM Sporulation and spore germination
COG5405,Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery
COG5412,phage tail tape measure protein
COG5416,Lipopolysaccharide assembly protein A domain
COG5426,von Willebrand factor, type A
COG5434,Belongs to the glycosyl hydrolase 28 family
COG5470,NIPSNAP family containing protein
COG5485,Ester cyclase
COG5487,UPF0391 membrane protein
COG5492,domain, Protein
COG5495,nadp oxidoreductase, coenzyme f420-dependent
COG5389,COG5512 Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives
COG5512,Zn-ribbon-containing possibly RNA-binding protein and truncated derivatives
COG5581,Acts as a flagellar brake, regulating swimming and swarming in a bis-(3'-5') cyclic diguanylic acid (c-di-GMP)- dependent manner. Binds 1 c-di-GMP dimer per subunit. Increasing levels of c-di-GMP lead to decreased motility
COG5607,PFAM CHAD domain containing protein
COG5635,Nacht domain
COG5646,InterPro IPR014922
COG5652,VanZ like family
COG5662,AntiSigma factor
